1.348098961270072687e+04,1.183653982622691281e+00,7.914894683321792400e+03,2.270609537904731134e-01,2.453103486107305071e+04,3.958910076574871937e+02
2.039341575295706207e+04,1.416636861428372668e-02,1.648323630369406601e+04,3.386871448395143602e+01,1.817985073394667779e+04,3.113704728498833560e+02
3.129696177254091162e+04,8.920778856675993040e+01,1.240426717864511556e+04,6.914342083255289140e+01,5.248529840039999726e+03,3.028395789635225697e+02
4.034108377893562283e+04,1.172583277419502634e+00,1.083843767878427025e+04,1.759595772041583128e+00,1.804602499260684635e+04,4.965049352778192429e+02
1.181137759766750969e+04,7.137182062451926434e+00,1.332112010199599172e+04,9.042235338837494307e-01,8.126843653486124822e+03,4.074984511282083872e+02
9.189446672194906569e+03,1.462405836223633173e+02,8.255005874891770873e+03,3.018479276884472256e+03,9.365569157505316980e+03,4.762609462880395199e+02
4.568998066868384922e+04,6.781200560273013878e+00,5.397246674603501560e+03,3.825028233796280119e+02,9.497314453766855877e+03,3.840097262175471542e+02
5.222352198091037280e+04,2.031085035567144204e-01,7.288401364393666881e+03,2.816295033219756050e+00,2.750937556852670241e+04,4.695290488233429187e+02
4.221314319596421410e+04,9.289386486319105529e+01,2.410088401705275828e+04,8.994844053588555433e-01,1.898057896061749489e+04,3.459716661599281338e+02
4.072740227984816011e+04,1.316108330424574206e+03,3.146381990613175367e+04,2.137346444162399166e+03,2.416778183596127201e+04,3.549722949165322916e+02
3.416796902723842504e+04,1.457827161621973122e+00,1.310540775161654528e+04,6.047131468044387930e+02,7.129415313474075447e+03,3.835138352984803305e+02
6.000300996765920718e+04,5.548641237093034084e-02,1.354742772322042219e+04,1.212638650673131337e+02,8.494087602719568167e+03,2.865320074159912451e+02
1.069122084084439848e+04,1.166887397617320410e+01,1.269840093145685387e+04,1.794414060836653334e+03,4.707392045589189365e+03,3.025240567291903631e+02
2.184297891274514768e+04,5.182837971989496282e+02,2.358277546128341419e+04,3.580530902428331608e-01,4.878125681482928485e+03,3.255818996014703544e+02
1.272192396319479121e+04,2.626333341737834459e+01,2.530914811235207526e+04,6.538283361026429874e-02,6.151477242436847519e+03,3.447502457126798845e+02
2.787180941699913092e+04,3.053391468163476929e+01,1.238254903528463365e+04,2.546969611547191814e+00,1.563509573808455389e+04,3.024924504779643257e+02
4.716115818681956443e+04,2.640751696220675418e-02,1.119432441069797642e+04,1.339104868261840720e+00,1.064902448980644476e+04,4.524821421269444386e+02
1.336599707546538411e+04,5.056640629246400565e-01,2.123029418195270773e+04,5.099889602642303288e+00,5.508828651603726030e+03,4.159273118449497133e+02
6.309030121451253217e+04,6.687706225640732693e-01,2.892644045866205124e+04,9.451424843787592636e+02,1.688781230666856936e+04,2.851939770147190529e+02
2.451785658926009637e+04,2.430953595640868506e-02,7.359924761103006858e+03,1.191354914744065185e+00,1.969494954756900916e+04,5.547140749795978536e+02
1.349025397076814625e+04,4.638675829837238496e+01,6.099005025420015954e+03,1.784942260596149595e+02,7.023941940428911039e+03,3.768723325754251050e+02
2.356867071955337815e+04,1.011947554645547115e-01,3.845794787135411025e+04,2.128244752425600961e-01,6.507741928094651485e+03,3.201797836948409213e+02
5.031403212793890998e+04,3.261911405793875474e+03,5.280790005430168094e+03,5.153551749687761835e-02,2.188326505036064191e+04,2.819996064474220248e+02
2.042400539394195584e+04,7.732483584097157858e-02,3.859021321493356663e+04,1.021093341500617157e+03,3.249916791733978243e+04,5.659073700418763337e+02
3.111859892110111105e+04,5.989812574038882076e+02,1.890221916911233711e+04,9.201366813499060981e+01,6.558256539272436385e+03,3.898285832170010963e+02
4.529833594438072032e+04,3.428633460630582704e+03,2.068152418464204675e+04,2.758782677124421525e+02,5.675110744701815747e+03,4.722304056051650605e+02
8.896787092278596901e+03,1.368580619083656025e+00,5.132876361825757158e+03,4.995404382943953725e-01,1.547756925640121335e+04,4.576556344080534586e+02
9.785367477958096060e+03,1.208787459479717427e+03,2.766384418308332170e+04,1.702512929039489906e-02,2.253600306474937679e+04,3.083611421403126656e+02
4.807376467312408204e+04,2.944022289053110626e+02,1.322604946683305207e+04,4.293503106970937289e-01,8.730720881241402822e+03,5.025446761383375929e+02
1.067318756016330371e+04,8.624637232007929200e+00,1.464671476033356157e+04,4.105845879684336813e-02,1.187464452337466719e+04,2.980589442639985123e+02
8.314116071278487652e+03,5.221150034695255471e+01,2.541751971052955923e+04,3.426855624140428063e+03,1.218204691444405398e+04,5.485369753416650838e+02
9.010160126383552779e+03,1.122633556807682886e+01,1.844940640678747513e+04,2.456943337694178275e+00,4.104772373740996954e+03,3.482421518450977942e+02
2.537548469419749017e+04,6.407314978071184441e+01,1.150186579047026135e+04,1.899305045089081601e+00,5.426648103448110305e+03,5.058073255075003658e+02
1.504723143489955874e+04,7.933046382836513033e-02,1.089709852884619795e+04,1.455710159725943399e-02,2.624587027473368289e+04,4.381283325981240750e+02
4.555530028850999952e+04,3.719818540948428165e+01,7.899739179004452126e+03,1.270144021538344159e+00,1.850558004301767505e+04,4.616733318468826610e+02
2.366720053302000088e+04,2.375739192898292458e+03,1.362655400083215500e+04,2.151865876037709763e-02,1.056089436253290296e+04,3.045453058979813932e+02
2.565010989296816842e+04,7.269355513583460882e-01,2.041276079052919158e+04,7.778653107648412970e+02,5.390258004468457329e+03,4.877527255549824758e+02
4.606500784099226439e+04,9.386518174981536333e+01,2.361826256304323033e+04,2.936239074144183405e+02,5.430433859853073045e+03,3.972962305464158703e+02
1.991482589662236933e+04,3.621272246019435102e+02,1.215755468834466046e+04,4.684360408262695508e-01,1.000081339640933038e+04,5.512053524409667489e+02
1.159477826276839187e+04,7.164854782350122520e+00,1.278489890225063937e+04,3.555704334276492773e+03,6.985102486304152080e+03,4.542533400774935330e+02
5.452146075843047583e+04,2.323135009122424766e+00,2.740151219007732288e+04,7.297020461278280834e+01,4.161600805241313537e+03,2.933308043120459274e+02
8.236721314728731159e+03,1.626287615122806756e+02,3.510287631965969194e+04,1.909636289905485354e-02,3.848907211773398012e+04,4.301168956892045117e+02
6.449635179386239906e+04,2.578290329403566672e-02,4.297790694581502976e+03,8.709960448750854456e-02,8.749334111510454022e+03,4.954217239453432171e+02
5.952144208280347084e+04,6.526252642878352384e-02,2.116823333854119483e+04,4.029021916143923931e+02,1.391348072781951123e+04,5.136549556469294657e+02
2.443994678404782826e+04,2.847169003818651234e+00,2.072217496251349439e+04,1.051493228144999748e+01,3.225816865245391818e+04,3.606133772370703809e+02
2.037439119426766410e+04,1.052637681355927599e-02,3.678618075869922905e+04,2.201976122802929936e+01,1.227667253961270217e+04,3.254223314736034354e+02
4.654299334084628936e+04,1.189643882660648577e+00,8.852236619405930469e+03,1.624084406358406909e+02,6.582515662150665776e+03,3.187023942143813429e+02
2.341627208156369306e+04,4.552772983351817793e+00,2.276466572709998218e+04,1.307779136826153321e+00,6.234671894682993297e+03,3.353667343102721361e+02
1.189510749206330001e+04,1.842214401344820576e-02,5.693890858734260291e+03,3.297505073597804814e-02,3.262985131942581211e+04,3.130011624860885036e+02
5.472770071676529187e+04,1.495063582946195879e+01,3.625762341308398754e+04,9.981454621756621748e+01,1.270416959586185112e+04,2.930688820239178085e+02
9.353423760109126306e+03,1.808079195344150207e+02,2.387235593838181376e+04,1.548920803102743946e+02,1.667794244063338920e+04,3.547887637531831615e+02
2.457535512728204412e+04,3.548997355321184544e-02,1.527514501248869055e+04,5.262465587534576050e-02,7.989218782355528674e+03,4.378220259618199748e+02
6.623193369321025966e+04,4.995819399158382690e-01,1.612135877956206787e+04,2.096224040951938095e-01,5.978803021247653305e+03,3.765951409287603155e+02
5.121053958020335267e+04,8.090179605236416105e-01,5.977374002365417255e+03,3.073800206888256525e+02,1.020676533941326670e+04,5.460236511819915677e+02
4.164802309412879549e+04,3.940363288885454836e+02,2.569513648284003648e+04,1.351612789623844264e+03,1.705781987887039941e+04,3.721831252851388285e+02
1.470415011736765337e+04,3.486026443794519736e+01,7.591087481370339447e+03,6.520244783963765656e+01,1.468158416782367749e+04,3.597902385308912585e+02
1.538695575324426864e+04,4.540025448275090802e+00,4.059576052453397097e+03,2.013159987353958069e+00,4.941844333630106121e+03,3.132433263845139209e+02
4.408340410929261270e+04,1.825804952584111973e+01,3.745530829684322089e+04,4.303767974616160785e+00,5.360820829702640367e+03,3.741427740055644335e+02
1.319068162796346951e+04,1.836405683833089331e+00,8.563049488707018099e+03,1.023852968971983822e-02,3.527076960200072062e+04,3.306703241789175536e+02
7.063140245190418500e+04,1.230596193913042953e+02,5.070034395272723486e+03,2.733599403434073261e-01,6.020839133777345523e+03,3.313944501378708196e+02
1.513483417448530599e+04,3.833313543843801341e+01,2.155545491236544331e+04,1.251742172055307037e+03,1.259181729715959227e+04,3.512718884027527793e+02
5.176739843420106627e+04,6.950097158824172783e-02,1.318906692416770602e+04,9.704312342328209695e+01,5.135843370281687385e+03,3.436657573558714489e+02
1.296425578796662921e+04,3.038817287575622250e-02,1.721063367556618323e+04,1.372480861080141040e+03,2.558192877247028810e+04,3.906452113201141856e+02
6.193116319831176224e+04,3.199494026082401277e+01,1.775566444856243470e+04,3.822805775372739578e-02,3.811916353726023954e+04,3.143104541771158438e+02
7.337224475129226630e+04,1.333242880898613514e+01,5.008133261768297416e+03,1.855931019568837423e-02,5.254715291219778010e+03,3.472604622893609303e+02
3.426292831735465006e+04,1.649655642088286100e+01,1.478918694371546189e+04,3.497233511314080090e+01,5.054058111625552556e+03,3.437608747894889234e+02
8.449671718710265850e+03,1.508452740876664866e-01,6.957429042910819589e+03,4.757466583130231186e+00,6.258911625055648983e+03,4.614776862971617106e+02
1.176878991798912466e+04,2.114098107816871075e-02,9.081764169161668178e+03,3.382072744641611166e+02,1.877349996363402533e+04,5.460867172748160101e+02
1.418203005441890855e+04,2.657606922384735393e-01,1.159932155254564896e+04,6.183469396738029218e+02,1.050565312767017531e+04,5.575377129252836994e+02
1.682389221076457761e+04,1.005482516346726811e+02,2.948415438400787752e+04,2.667073747582764109e-02,3.834012684304150753e+04,5.951817889328767706e+02
1.020849498266402225e+04,2.597155716700399672e-02,1.038494038901536987e+04,2.713666270078554987e+01,5.315809776107385005e+03,5.410005385593589153e+02
5.936077667477481737e+04,5.044276912965253601e+00,1.292849234301324395e+04,3.361673160860243001e+02,7.154321234996697058e+03,3.669619110233500692e+02
2.534603695850321674e+04,1.066066601373585954e+01,2.527489937579823163e+04,1.983056450983691418e-02,3.453949224195508577e+04,3.409629196387213597e+02
1.080766818402652098e+04,3.025123665404337928e-02,5.827859780444927310e+03,6.172829032710601496e+02,4.156928194191873445e+03,3.893879919675512724e+02
4.840437072682418511e+04,1.625700155666129007e-02,9.204030838295868307e+03,2.853832456160017642e-02,1.165605148334314799e+04,4.151514034449565997e+02
1.756453829921209399e+04,2.314287958082669738e-01,3.038974348561685110e+04,9.109291153575094313e+02,1.321399590888302737e+04,3.540384840669987057e+02
9.079129405996040077e+03,3.952118537251939415e+03,9.821170540835191787e+03,3.089942527594432704e+03,9.765011571031032872e+03,3.153827147173449248e+02
4.117034219938969181e+04,3.023729501541344789e+00,2.439230687081196811e+04,3.235898998093198742e+01,1.134490769197419831e+04,4.001421217344570778e+02
8.219378587389595850e+03,1.193117011000304757e+02,3.481972738822089013e+04,3.335632277567295887e+02,9.003781611061769581e+03,3.836551402238563924e+02
4.855657499638753507e+04,1.567608130295695401e-01,7.465943354865328729e+03,2.451374096306412866e+03,3.065300549708796461e+04,4.186464929192527507e+02
1.986856496166407305e+04,2.305821338903024582e+02,7.633978521037468454e+03,5.225261652793685698e+02,1.435143109237376484e+04,5.532358418861745122e+02
1.198040411792385203e+04,4.240376211529390389e+02,4.837693131094830278e+03,6.836046063619524205e+01,4.706011450400913418e+03,4.951123631533944831e+02
2.383774920312443282e+04,2.743999256360189776e+01,5.894733670509510375e+03,2.123389616080375220e+02,8.585076014461586965e+03,3.455225968418841944e+02
9.976212423449907874e+03,3.022856779829563578e-01,1.734044196293878485e+04,2.761108284319898146e-02,2.752336052636153909e+04,2.909415641110296065e+02
